AIBot4|139068496|100817231|978010775523643394|839616122068553731|955364966227501057|902715073772232704|37858548|698295179296579584|1599462524|240739127|4598369547|150306462|833467722902089729|3676660281|30152112|780919608|778181048752541697|790604182944358401|3285841940|4781579497|788770681542410240|779063651768512512|121565761|1630543472|765635251066527745|2873607772
139068496
100817231|1630543472
978010775523643394
839616122068553731|955364966227501057
955364966227501057|839616122068553731
902715073772232704
37858548
698295179296579584|4781579497|779063651768512512
1599462524
240739127|1630543472
4598369547
150306462
833467722902089729|790604182944358401
3676660281|790604182944358401
30152112
780919608
778181048752541697
790604182944358401|4781579497
3285841940|4781579497|788770681542410240
4781579497|698295179296579584|790604182944358401|788770681542410240|1630543472
788770681542410240|698295179296579584|833467722902089729|3285841940|4781579497|779063651768512512|1630543472
779063651768512512|698295179296579584|4781579497|788770681542410240|1630543472
121565761
1630543472|100817231|698295179296579584|240739127|833467722902089729|780919608|3285841940|4781579497|788770681542410240|779063651768512512
765635251066527745
2873607772
